review_text,rating
"Fast shipping and the item is exactly as described, very happy  Highly recommended.",5
"Love it so much, best purchase I have made in a long time ",5
"Very unhappy with this product, it does not work as described .",1
"Great quality, exceeded my expectations completely .",5
"Terrible seller, product is fake and nothing like advertised  Very bad.",1
"Fantastic product, sturdy and well made, arrived promptly  Highly recommended.",4
"Fantastic product, sturdy and well made, arrived promptly ",4
"Outstanding product, delivered quickly and packaged well .",5
"Love it so much, best purchase I have made in a long time  Great!",5
"Outstanding product, delivered quickly and packaged well !",5
"Outstanding product, delivered quickly and packaged well  Highly recommended.",5
"Fantastic product, sturdy and well made, arrived promptly !",5
"Highly recommend this seller, product is top notch quality ",4
"Very satisfied with this purchase, great customer service too  Great!",4
"Very satisfied with this purchase, great customer service too !",5
"Misleading description, the item is much smaller than expected  Very bad.",1
"Product stopped working after two days, very poor quality  Avoid.",2
"Highly recommend this seller, product is top notch quality  Highly recommended.",4
"Misleading description, the item is much smaller than expected ",1
"Amazing value for money, works great and looks beautiful  Highly recommended.",4
"Love it so much, best purchase I have made in a long time !",4
"Do not buy this, completely useless and the seller ignores complaints  Terrible.",1
"Highly recommend this seller, product is top notch quality  Highly recommended.",5
"Product is okay, nothing special but does the job for the price",3
"Very pleased with my order, packaging was great too  Great!",5
"Works exactly as advertised, super happy with the quality  Highly recommended.",4
"Great quality, exceeded my expectations completely  Highly recommended.",5
"Great quality, exceeded my expectations completely .",5
"Outstanding product, delivered quickly and packaged well  Great!",5
"This is garbage, do not waste your money on this product .",2
"Terrible quality, fell apart after just one use, waste of money  Terrible.",1
"Amazing value for money, works great and looks beautiful .",5
"Worst purchase ever made, returned immediately for a full refund  Avoid.",1
"Very unhappy with this product, it does not work as described .",1
"Misleading description, the item is much smaller than expected ",2
"Great quality, exceeded my expectations completely !",4
"Absolutely love this product, it works perfectly and arrived on time .",5
"This is garbage, do not waste your money on this product  Terrible.",2
The product arrived broken and I am very unhappy with this  Avoid.,2
"Amazing value for money, works great and looks beautiful  Great!",4
"Absolutely love this product, it works perfectly and arrived on time .",5
"Love it so much, best purchase I have made in a long time .",4
"Very disappointed, nothing like the photos shown on the listing .",1
"Awful experience, took three weeks to arrive and was wrong item ",1
"Highly recommend this seller, product is top notch quality  Great!",5
"Product is okay, nothing special but does the job for the price",3
"Product is okay, nothing special but does the job for the price",3
"Great quality, exceeded my expectations completely !",4
"Love it so much, best purchase I have made in a long time  Highly recommended.",5
"Fast shipping and the item is exactly as described, very happy !",4
"This product is incredible, far exceeded my expectations .",5
"Great quality, exceeded my expectations completely ",4
"Terrible quality, fell apart after just one use, waste of money ",2
"Fantastic product, sturdy and well made, arrived promptly !",5
"Great quality, exceeded my expectations completely !",5
"Fantastic product, sturdy and well made, arrived promptly !",4
"Very disappointed, nothing like the photos shown on the listing  Terrible.",2
"Very disappointed, nothing like the photos shown on the listing  Terrible.",1
"Wonderful item, easy to use and very good quality overall .",5
"Love it so much, best purchase I have made in a long time  Highly recommended.",5
"Very satisfied with this purchase, great customer service too .",5
"Perfect fit and great quality material, will buy again .",5
"Amazing value for money, works great and looks beautiful !",5
"Absolutely love this product, it works perfectly and arrived on time !",5
"Product stopped working after two days, very poor quality ",1
"This product is incredible, far exceeded my expectations .",5
"Fast shipping and the item is exactly as described, very happy  Great!",4
"This product is incredible, far exceeded my expectations !",4
"Disappointed with the quality, cheap material and poor packaging ",1
"Absolutely love this product, it works perfectly and arrived on time  Highly recommended.",4
"This product is incredible, far exceeded my expectations  Great!",4
The product arrived broken and I am very unhappy with this  Terrible.,1
"Absolutely love this product, it works perfectly and arrived on time .",4
"Worst purchase ever made, returned immediately for a full refund ",1
"Amazing value for money, works great and looks beautiful  Great!",5
"Works exactly as advertised, super happy with the quality !",5
"Absolutely love this product, it works perfectly and arrived on time ",4
"Love it so much, best purchase I have made in a long time  Great!",5
,1
"Do not buy this, completely useless and the seller ignores complaints .",1
"Excellent product, would definitely recommend to anyone  Great!",4
"Very satisfied with this purchase, great customer service too !",4
"This is garbage, do not waste your money on this product  Terrible.",2
"Product is okay, nothing special but does the job for the price",3
"Very pleased with my order, packaging was great too  Highly recommended.",4
"Perfect fit and great quality material, will buy again  Highly recommended.",5
"Very satisfied with this purchase, great customer service too  Great!",5
"Highly recommend this seller, product is top notch quality ",4
"Fast shipping and the item is exactly as described, very happy .",5
"Perfect fit and great quality material, will buy again  Highly recommended.",5
The product arrived broken and I am very unhappy with this ,1
"Highly recommend this seller, product is top notch quality  Highly recommended.",5
"Fantastic product, sturdy and well made, arrived promptly  Great!",5
"Misleading description, the item is much smaller than expected ",1
"Very satisfied with this purchase, great customer service too !",5
"Outstanding product, delivered quickly and packaged well .",5
"Extremely poor quality, arrived damaged and smelled bad ",1
"Product is okay, nothing special but does the job for the price",3
"Excellent product, would definitely recommend to anyone .",5
"Perfect fit and great quality material, will buy again !",5
"Excellent product, would definitely recommend to anyone ",5
"Completely broken on arrival, seller refused to issue refund  Avoid.",1
"This product is incredible, far exceeded my expectations !",5
"Very pleased with my order, packaging was great too  Great!",5
,5
"Very disappointed, nothing like the photos shown on the listing .",1
"Highly recommend this seller, product is top notch quality !",4
"Fast shipping and the item is exactly as described, very happy ",5
"This product is incredible, far exceeded my expectations  Great!",4
"Love it so much, best purchase I have made in a long time ",5
The product arrived broken and I am very unhappy with this  Terrible.,1
"Product is okay, nothing special but does the job for the price",3
"Product stopped working after two days, very poor quality  Terrible.",1
"Works exactly as advertised, super happy with the quality  Highly recommended.",5
"Outstanding product, delivered quickly and packaged well .",5
The product arrived broken and I am very unhappy with this .,2
"Product is okay, nothing special but does the job for the price",3
The product arrived broken and I am very unhappy with this .,1
"Works exactly as advertised, super happy with the quality  Great!",4
"Absolutely love this product, it works perfectly and arrived on time !",5
"Awful experience, took three weeks to arrive and was wrong item  Avoid.",1
"Works exactly as advertised, super happy with the quality .",5
"Disappointed with the quality, cheap material and poor packaging .",1
"Works exactly as advertised, super happy with the quality .",5
"Very pleased with my order, packaging was great too !",5
"Works exactly as advertised, super happy with the quality .",4
The product arrived broken and I am very unhappy with this  Terrible.,2
"Product is okay, nothing special but does the job for the price",3
"Love it so much, best purchase I have made in a long time  Great!",4
"Very pleased with my order, packaging was great too  Great!",4
"Fantastic product, sturdy and well made, arrived promptly  Highly recommended.",5
"Amazing value for money, works great and looks beautiful !",5
"Great quality, exceeded my expectations completely .",4
"Very satisfied with this purchase, great customer service too !",5
"Outstanding product, delivered quickly and packaged well  Great!",5
"Completely broken on arrival, seller refused to issue refund .",1
"Product is okay, nothing special but does the job for the price",3
"Fantastic product, sturdy and well made, arrived promptly  Great!",4
"Do not buy this, completely useless and the seller ignores complaints  Very bad.",2
"Perfect fit and great quality material, will buy again !",4
"Love it so much, best purchase I have made in a long time ",5
"Fast shipping and the item is exactly as described, very happy  Highly recommended.",5
"Terrible seller, product is fake and nothing like advertised .",2
"Absolutely love this product, it works perfectly and arrived on time ",5
"Perfect fit and great quality material, will buy again ",4
"Highly recommend this seller, product is top notch quality .",4
"Fantastic product, sturdy and well made, arrived promptly .",4
"Love it so much, best purchase I have made in a long time .",5
"Wonderful item, easy to use and very good quality overall .",4
"Fantastic product, sturdy and well made, arrived promptly ",5
"Product is okay, nothing special but does the job for the price",3
"Fantastic product, sturdy and well made, arrived promptly  Great!",5
"Product is okay, nothing special but does the job for the price",3
"Fantastic product, sturdy and well made, arrived promptly  Great!",5
"This product is incredible, far exceeded my expectations  Highly recommended.",4
"Extremely poor quality, arrived damaged and smelled bad  Terrible.",1
"Product stopped working after two days, very poor quality  Very bad.",1
"Love it so much, best purchase I have made in a long time  Great!",5
"Extremely poor quality, arrived damaged and smelled bad .",1
"Love it so much, best purchase I have made in a long time .",5
The product arrived broken and I am very unhappy with this ,2
"Perfect fit and great quality material, will buy again .",5
"Product stopped working after two days, very poor quality .",2
"Very pleased with my order, packaging was great too .",5
"Absolutely love this product, it works perfectly and arrived on time !",4
"Works exactly as advertised, super happy with the quality ",4
"Works exactly as advertised, super happy with the quality ",5
"Misleading description, the item is much smaller than expected  Terrible.",2
"Perfect fit and great quality material, will buy again  Great!",5
"Perfect fit and great quality material, will buy again  Great!",5
"Excellent product, would definitely recommend to anyone .",4
"Terrible quality, fell apart after just one use, waste of money  Terrible.",1
"Do not buy this, completely useless and the seller ignores complaints  Very bad.",2
"Fast shipping and the item is exactly as described, very happy  Great!",4
"Extremely poor quality, arrived damaged and smelled bad  Terrible.",2
"Outstanding product, delivered quickly and packaged well !",5
"Awful experience, took three weeks to arrive and was wrong item  Very bad.",2
"Love it so much, best purchase I have made in a long time  Highly recommended.",4
"Product is okay, nothing special but does the job for the price",3
"Product stopped working after two days, very poor quality ",2
"Very disappointed, nothing like the photos shown on the listing ",1
"Product is okay, nothing special but does the job for the price",3
"Fantastic product, sturdy and well made, arrived promptly  Great!",4
"Terrible quality, fell apart after just one use, waste of money .",2
"Highly recommend this seller, product is top notch quality  Highly recommended.",5
"Awful experience, took three weeks to arrive and was wrong item  Avoid.",1
"Product is okay, nothing special but does the job for the price",3
"Fast shipping and the item is exactly as described, very happy .",4
"This product is incredible, far exceeded my expectations  Highly recommended.",5
"Outstanding product, delivered quickly and packaged well .",5
"Product is okay, nothing special but does the job for the price",3
"Great quality, exceeded my expectations completely ",5
"Very satisfied with this purchase, great customer service too .",5
"Very pleased with my order, packaging was great too ",4
"Very pleased with my order, packaging was great too  Highly recommended.",4
"Fantastic product, sturdy and well made, arrived promptly .",5
"Terrible quality, fell apart after just one use, waste of money .",1
"This product is incredible, far exceeded my expectations  Great!",5
"Wonderful item, easy to use and very good quality overall ",4
"Extremely poor quality, arrived damaged and smelled bad  Very bad.",1
"Awful experience, took three weeks to arrive and was wrong item  Very bad.",1
"Completely broken on arrival, seller refused to issue refund .",1
"Perfect fit and great quality material, will buy again  Highly recommended.",5
"Great quality, exceeded my expectations completely .",5
"Product is okay, nothing special but does the job for the price",3
"Fast shipping and the item is exactly as described, very happy  Great!",5
"Great quality, exceeded my expectations completely !",5
"Worst purchase ever made, returned immediately for a full refund ",1
"Extremely poor quality, arrived damaged and smelled bad .",2
"Great quality, exceeded my expectations completely  Great!",5
"Perfect fit and great quality material, will buy again  Great!",5
"Disappointed with the quality, cheap material and poor packaging .",2
"Great quality, exceeded my expectations completely  Highly recommended.",4
"Fast shipping and the item is exactly as described, very happy ",4
"Highly recommend this seller, product is top notch quality  Great!",4
"Love it so much, best purchase I have made in a long time  Great!",5
"Very unhappy with this product, it does not work as described  Very bad.",1
"Misleading description, the item is much smaller than expected .",1
"Outstanding product, delivered quickly and packaged well  Great!",5
"Great quality, exceeded my expectations completely !",4
"Great quality, exceeded my expectations completely .",5
,2
"Great quality, exceeded my expectations completely !",4
"Outstanding product, delivered quickly and packaged well  Great!",5
"Excellent product, would definitely recommend to anyone !",5
"Fast shipping and the item is exactly as described, very happy  Great!",5
"Very disappointed, nothing like the photos shown on the listing  Avoid.",1
"Perfect fit and great quality material, will buy again !",4
"Love it so much, best purchase I have made in a long time  Great!",4
"Very satisfied with this purchase, great customer service too  Highly recommended.",5
"Excellent product, would definitely recommend to anyone !",5
"Very pleased with my order, packaging was great too  Highly recommended.",4
"Love it so much, best purchase I have made in a long time  Great!",5
"Great quality, exceeded my expectations completely .",5
"Misleading description, the item is much smaller than expected ",2
"Very pleased with my order, packaging was great too .",5
"Worst purchase ever made, returned immediately for a full refund  Terrible.",1
"Fantastic product, sturdy and well made, arrived promptly ",5
"Amazing value for money, works great and looks beautiful .",5
"Absolutely love this product, it works perfectly and arrived on time .",4
"Product stopped working after two days, very poor quality .",2
"Misleading description, the item is much smaller than expected ",1
"Works exactly as advertised, super happy with the quality .",4
"Works exactly as advertised, super happy with the quality .",5
"Product is okay, nothing special but does the job for the price",3
"Awful experience, took three weeks to arrive and was wrong item .",2
"Completely broken on arrival, seller refused to issue refund  Terrible.",2
"Outstanding product, delivered quickly and packaged well  Highly recommended.",5
"Outstanding product, delivered quickly and packaged well  Highly recommended.",5
"Disappointed with the quality, cheap material and poor packaging  Very bad.",1
"Very satisfied with this purchase, great customer service too ",5
"Very pleased with my order, packaging was great too  Great!",5
"Love it so much, best purchase I have made in a long time ",5
"Works exactly as advertised, super happy with the quality !",4
"Disappointed with the quality, cheap material and poor packaging .",1
"Highly recommend this seller, product is top notch quality ",5
"This is garbage, do not waste your money on this product  Avoid.",2
"Highly recommend this seller, product is top notch quality .",5
"Wonderful item, easy to use and very good quality overall  Great!",5
"Absolutely love this product, it works perfectly and arrived on time .",5
"Fantastic product, sturdy and well made, arrived promptly !",5
"Worst purchase ever made, returned immediately for a full refund  Terrible.",2
"Very pleased with my order, packaging was great too .",5
"This is garbage, do not waste your money on this product  Terrible.",1
"Perfect fit and great quality material, will buy again .",5
"Product stopped working after two days, very poor quality  Very bad.",2
"Worst purchase ever made, returned immediately for a full refund .",2
"Terrible quality, fell apart after just one use, waste of money  Terrible.",1
"Highly recommend this seller, product is top notch quality !",5
"Amazing value for money, works great and looks beautiful !",5
"Fast shipping and the item is exactly as described, very happy  Great!",5
"Misleading description, the item is much smaller than expected  Very bad.",1
"Product is okay, nothing special but does the job for the price",3
"Product is okay, nothing special but does the job for the price",3
"Worst purchase ever made, returned immediately for a full refund .",2
"Very pleased with my order, packaging was great too  Great!",5
"This product is incredible, far exceeded my expectations ",5
"Disappointed with the quality, cheap material and poor packaging .",1
"Absolutely love this product, it works perfectly and arrived on time ",5
"This product is incredible, far exceeded my expectations ",4
"Disappointed with the quality, cheap material and poor packaging ",2
"Would give zero stars if possible, absolutely horrible experience  Terrible.",2
"Worst purchase ever made, returned immediately for a full refund ",1
"Completely broken on arrival, seller refused to issue refund .",2
"Awful experience, took three weeks to arrive and was wrong item  Very bad.",1
"Completely broken on arrival, seller refused to issue refund  Very bad.",2
"Completely broken on arrival, seller refused to issue refund ",1
"Very unhappy with this product, it does not work as described  Terrible.",2
"Completely broken on arrival, seller refused to issue refund  Avoid.",1
"Perfect fit and great quality material, will buy again  Great!",4
"Product is okay, nothing special but does the job for the price",3
"This product is incredible, far exceeded my expectations  Great!",4
"Very disappointed, nothing like the photos shown on the listing .",1
"Absolutely love this product, it works perfectly and arrived on time .",5
"Product is okay, nothing special but does the job for the price",3
"Excellent product, would definitely recommend to anyone  Great!",5
"Extremely poor quality, arrived damaged and smelled bad  Terrible.",2
"Great quality, exceeded my expectations completely !",4
"Product is okay, nothing special but does the job for the price",3
"Awful experience, took three weeks to arrive and was wrong item .",1
"Terrible seller, product is fake and nothing like advertised ",2
"Disappointed with the quality, cheap material and poor packaging .",1
"Misleading description, the item is much smaller than expected  Avoid.",2
"Highly recommend this seller, product is top notch quality ",5
"Very pleased with my order, packaging was great too  Great!",5
"Love it so much, best purchase I have made in a long time !",4
"Wonderful item, easy to use and very good quality overall !",5
"Works exactly as advertised, super happy with the quality .",4
"Misleading description, the item is much smaller than expected  Terrible.",2
"Do not buy this, completely useless and the seller ignores complaints  Very bad.",2
"This is garbage, do not waste your money on this product  Avoid.",2
"Worst purchase ever made, returned immediately for a full refund  Terrible.",1
"Amazing value for money, works great and looks beautiful  Great!",5
"This product is incredible, far exceeded my expectations  Highly recommended.",4
"Highly recommend this seller, product is top notch quality  Highly recommended.",5
The product arrived broken and I am very unhappy with this ,1
"Product is okay, nothing special but does the job for the price",3
"Product stopped working after two days, very poor quality  Very bad.",1
"Worst purchase ever made, returned immediately for a full refund ",2
"This product is incredible, far exceeded my expectations !",4
,4
"This product is incredible, far exceeded my expectations  Highly recommended.",5
"Very disappointed, nothing like the photos shown on the listing .",2
"This product is incredible, far exceeded my expectations ",4
,4
"Fast shipping and the item is exactly as described, very happy  Highly recommended.",5
"Terrible quality, fell apart after just one use, waste of money .",1
"Completely broken on arrival, seller refused to issue refund ",2
"Outstanding product, delivered quickly and packaged well !",5
"Do not buy this, completely useless and the seller ignores complaints ",2
"Highly recommend this seller, product is top notch quality ",4
"Outstanding product, delivered quickly and packaged well !",4
"Excellent product, would definitely recommend to anyone !",4
"This product is incredible, far exceeded my expectations .",5
"Awful experience, took three weeks to arrive and was wrong item ",2
"Perfect fit and great quality material, will buy again ",5
"Highly recommend this seller, product is top notch quality  Great!",5
"Worst purchase ever made, returned immediately for a full refund ",2
"Fast shipping and the item is exactly as described, very happy .",5
"This product is incredible, far exceeded my expectations  Great!",5
"Perfect fit and great quality material, will buy again .",5
"Very pleased with my order, packaging was great too ",4
"Terrible seller, product is fake and nothing like advertised  Terrible.",1
"Perfect fit and great quality material, will buy again .",5
"Very unhappy with this product, it does not work as described  Terrible.",1
"Absolutely love this product, it works perfectly and arrived on time ",5
"Excellent product, would definitely recommend to anyone  Highly recommended.",5
"Love it so much, best purchase I have made in a long time ",4
"Great quality, exceeded my expectations completely !",5
"Very unhappy with this product, it does not work as described  Avoid.",2
"Fast shipping and the item is exactly as described, very happy !",5
"Absolutely love this product, it works perfectly and arrived on time  Highly recommended.",4
"Worst purchase ever made, returned immediately for a full refund ",1
"Perfect fit and great quality material, will buy again  Highly recommended.",5
"Completely broken on arrival, seller refused to issue refund  Terrible.",1
"Love it so much, best purchase I have made in a long time  Highly recommended.",4
"Disappointed with the quality, cheap material and poor packaging  Terrible.",1
"Extremely poor quality, arrived damaged and smelled bad  Terrible.",1
"Extremely poor quality, arrived damaged and smelled bad  Terrible.",1
"Fast shipping and the item is exactly as described, very happy .",5
"Amazing value for money, works great and looks beautiful !",5
"Very pleased with my order, packaging was great too ",5
"Wonderful item, easy to use and very good quality overall  Great!",4
"Terrible seller, product is fake and nothing like advertised  Very bad.",1
"Highly recommend this seller, product is top notch quality  Great!",5
"Awful experience, took three weeks to arrive and was wrong item  Terrible.",2
"This product is incredible, far exceeded my expectations ",5
"Extremely poor quality, arrived damaged and smelled bad ",1
"Misleading description, the item is much smaller than expected .",1
"Product is okay, nothing special but does the job for the price",3
"Outstanding product, delivered quickly and packaged well  Highly recommended.",4
"Great quality, exceeded my expectations completely .",5
"Product stopped working after two days, very poor quality .",1
"Very satisfied with this purchase, great customer service too !",5
"Wonderful item, easy to use and very good quality overall  Great!",5
"Do not buy this, completely useless and the seller ignores complaints  Very bad.",1
"Terrible seller, product is fake and nothing like advertised ",1
"Excellent product, would definitely recommend to anyone ",5
"Perfect fit and great quality material, will buy again ",5
"Perfect fit and great quality material, will buy again  Highly recommended.",5
"Fast shipping and the item is exactly as described, very happy .",4
"Product is okay, nothing special but does the job for the price",3
"Very satisfied with this purchase, great customer service too  Highly recommended.",5
"Outstanding product, delivered quickly and packaged well !",5
"Do not buy this, completely useless and the seller ignores complaints ",1
"Product is okay, nothing special but does the job for the price",3
"Very disappointed, nothing like the photos shown on the listing ",1
"Awful experience, took three weeks to arrive and was wrong item  Very bad.",1
"Amazing value for money, works great and looks beautiful ",4
"Very satisfied with this purchase, great customer service too ",4
"Very pleased with my order, packaging was great too !",5
"Completely broken on arrival, seller refused to issue refund .",1
"This product is incredible, far exceeded my expectations  Highly recommended.",5
"Do not buy this, completely useless and the seller ignores complaints  Avoid.",2
"Excellent product, would definitely recommend to anyone  Great!",4
"Excellent product, would definitely recommend to anyone  Great!",5
"Awful experience, took three weeks to arrive and was wrong item  Terrible.",2
"Would give zero stars if possible, absolutely horrible experience  Avoid.",1
"Love it so much, best purchase I have made in a long time  Great!",4
"Product stopped working after two days, very poor quality  Avoid.",1
"Very satisfied with this purchase, great customer service too .",5
"Terrible quality, fell apart after just one use, waste of money ",1
"Fantastic product, sturdy and well made, arrived promptly ",5
"Love it so much, best purchase I have made in a long time !",5
"Terrible seller, product is fake and nothing like advertised ",2
"Perfect fit and great quality material, will buy again !",5
"Product is okay, nothing special but does the job for the price",3
"Perfect fit and great quality material, will buy again  Great!",4
"Very disappointed, nothing like the photos shown on the listing  Terrible.",2
"Product stopped working after two days, very poor quality ",1
"Extremely poor quality, arrived damaged and smelled bad ",1
"Excellent product, would definitely recommend to anyone ",5
"This is garbage, do not waste your money on this product .",1
"Product is okay, nothing special but does the job for the price",3
"Absolutely love this product, it works perfectly and arrived on time  Great!",5
"Worst purchase ever made, returned immediately for a full refund  Avoid.",2
"Works exactly as advertised, super happy with the quality ",4
"This is garbage, do not waste your money on this product ",2
"Worst purchase ever made, returned immediately for a full refund ",1
"Works exactly as advertised, super happy with the quality ",5
"Wonderful item, easy to use and very good quality overall ",5
"Product is okay, nothing special but does the job for the price",3
,1
,4
"Terrible quality, fell apart after just one use, waste of money  Very bad.",2
"Terrible seller, product is fake and nothing like advertised  Terrible.",1
"Very disappointed, nothing like the photos shown on the listing  Avoid.",1
"Extremely poor quality, arrived damaged and smelled bad .",1
"Do not buy this, completely useless and the seller ignores complaints  Terrible.",1
"Terrible quality, fell apart after just one use, waste of money  Very bad.",1
"Absolutely love this product, it works perfectly and arrived on time .",5
"Product is okay, nothing special but does the job for the price",3
"Fast shipping and the item is exactly as described, very happy ",5
"Love it so much, best purchase I have made in a long time  Great!",5
"Terrible seller, product is fake and nothing like advertised  Avoid.",1
"Terrible seller, product is fake and nothing like advertised  Terrible.",1
"Misleading description, the item is much smaller than expected .",2
"Outstanding product, delivered quickly and packaged well .",5
"Product is okay, nothing special but does the job for the price",3
"Excellent product, would definitely recommend to anyone ",5
"Wonderful item, easy to use and very good quality overall  Highly recommended.",5
"This is garbage, do not waste your money on this product  Terrible.",2
"Wonderful item, easy to use and very good quality overall  Highly recommended.",5
"Wonderful item, easy to use and very good quality overall  Highly recommended.",4
"Awful experience, took three weeks to arrive and was wrong item  Very bad.",1
"Great quality, exceeded my expectations completely .",5
"Terrible seller, product is fake and nothing like advertised  Very bad.",1
,2
"Wonderful item, easy to use and very good quality overall  Great!",4
"Outstanding product, delivered quickly and packaged well .",4
"Terrible quality, fell apart after just one use, waste of money  Very bad.",1
"Do not buy this, completely useless and the seller ignores complaints  Avoid.",2
"Wonderful item, easy to use and very good quality overall  Highly recommended.",4
"Outstanding product, delivered quickly and packaged well !",5
"Absolutely love this product, it works perfectly and arrived on time  Highly recommended.",4
"Excellent product, would definitely recommend to anyone ",4
"Fantastic product, sturdy and well made, arrived promptly !",5
"Great quality, exceeded my expectations completely ",4
"Fast shipping and the item is exactly as described, very happy !",5
"Very disappointed, nothing like the photos shown on the listing .",1
"Product stopped working after two days, very poor quality  Avoid.",2
"Completely broken on arrival, seller refused to issue refund  Avoid.",1
"Completely broken on arrival, seller refused to issue refund ",1
"Highly recommend this seller, product is top notch quality  Highly recommended.",5
"Fast shipping and the item is exactly as described, very happy !",4
"Love it so much, best purchase I have made in a long time  Highly recommended.",4
"Would give zero stars if possible, absolutely horrible experience  Terrible.",2
"Great quality, exceeded my expectations completely ",5
"Very disappointed, nothing like the photos shown on the listing .",2
"Wonderful item, easy to use and very good quality overall  Great!",4
"Outstanding product, delivered quickly and packaged well ",4
"This is garbage, do not waste your money on this product ",2
"Fantastic product, sturdy and well made, arrived promptly ",5
"Very satisfied with this purchase, great customer service too ",5
"Perfect fit and great quality material, will buy again !",5
"Product is okay, nothing special but does the job for the price",3
"Very disappointed, nothing like the photos shown on the listing  Very bad.",1
"Amazing value for money, works great and looks beautiful ",4
"Product is okay, nothing special but does the job for the price",3
"Amazing value for money, works great and looks beautiful ",5
"Terrible seller, product is fake and nothing like advertised ",1
"Fast shipping and the item is exactly as described, very happy ",4
"Awful experience, took three weeks to arrive and was wrong item .",1
"Fantastic product, sturdy and well made, arrived promptly !",5
"Awful experience, took three weeks to arrive and was wrong item  Avoid.",1
"Highly recommend this seller, product is top notch quality .",5
"This is garbage, do not waste your money on this product  Very bad.",2
"Works exactly as advertised, super happy with the quality  Great!",5
"Would give zero stars if possible, absolutely horrible experience .",2
"Fantastic product, sturdy and well made, arrived promptly !",4
"Highly recommend this seller, product is top notch quality !",4
"Product is okay, nothing special but does the job for the price",3
"Excellent product, would definitely recommend to anyone .",5
"Fast shipping and the item is exactly as described, very happy !",5
"Misleading description, the item is much smaller than expected  Avoid.",1
"Great quality, exceeded my expectations completely ",4
"Product stopped working after two days, very poor quality ",2
"Would give zero stars if possible, absolutely horrible experience  Very bad.",1
"Perfect fit and great quality material, will buy again .",4
"Works exactly as advertised, super happy with the quality !",4
"Works exactly as advertised, super happy with the quality .",5
"Worst purchase ever made, returned immediately for a full refund  Avoid.",2
"Fast shipping and the item is exactly as described, very happy !",5
"Outstanding product, delivered quickly and packaged well ",5
"Love it so much, best purchase I have made in a long time  Great!",4
"Outstanding product, delivered quickly and packaged well .",4
"Product is okay, nothing special but does the job for the price",3
"Perfect fit and great quality material, will buy again ",4
"Very pleased with my order, packaging was great too !",5
"Love it so much, best purchase I have made in a long time  Great!",5
"Very pleased with my order, packaging was great too ",5
"Very satisfied with this purchase, great customer service too .",4
"Highly recommend this seller, product is top notch quality  Highly recommended.",5
"Very satisfied with this purchase, great customer service too  Great!",4
"Terrible seller, product is fake and nothing like advertised .",2
"Fast shipping and the item is exactly as described, very happy !",5
"Misleading description, the item is much smaller than expected  Avoid.",2
"Very satisfied with this purchase, great customer service too  Great!",5
"Misleading description, the item is much smaller than expected ",1
"Highly recommend this seller, product is top notch quality  Highly recommended.",5
"Works exactly as advertised, super happy with the quality !",5
"Outstanding product, delivered quickly and packaged well .",5
"Great quality, exceeded my expectations completely ",5
"Very disappointed, nothing like the photos shown on the listing  Very bad.",1
"Product stopped working after two days, very poor quality  Terrible.",1
"Fantastic product, sturdy and well made, arrived promptly .",5
"Absolutely love this product, it works perfectly and arrived on time .",5
"Wonderful item, easy to use and very good quality overall .",5
"Very pleased with my order, packaging was great too  Great!",5
"Very satisfied with this purchase, great customer service too  Highly recommended.",5
"Great quality, exceeded my expectations completely  Great!",4
"Fast shipping and the item is exactly as described, very happy  Great!",5
"Very satisfied with this purchase, great customer service too  Great!",4
"This is garbage, do not waste your money on this product  Avoid.",2
"Excellent product, would definitely recommend to anyone  Great!",4
"Very satisfied with this purchase, great customer service too  Highly recommended.",5
"Fantastic product, sturdy and well made, arrived promptly .",4
"Very pleased with my order, packaging was great too ",5
"Fantastic product, sturdy and well made, arrived promptly !",4
"Love it so much, best purchase I have made in a long time ",4
"Terrible quality, fell apart after just one use, waste of money  Very bad.",1
"Amazing value for money, works great and looks beautiful .",5
"Works exactly as advertised, super happy with the quality  Highly recommended.",5
"Excellent product, would definitely recommend to anyone  Highly recommended.",5
"Perfect fit and great quality material, will buy again  Highly recommended.",5
"Perfect fit and great quality material, will buy again ",4
"Love it so much, best purchase I have made in a long time .",5
"Misleading description, the item is much smaller than expected  Avoid.",2
"Terrible quality, fell apart after just one use, waste of money  Avoid.",2
"Fast shipping and the item is exactly as described, very happy ",5
"Works exactly as advertised, super happy with the quality ",4
"Completely broken on arrival, seller refused to issue refund  Avoid.",2
"Worst purchase ever made, returned immediately for a full refund  Very bad.",1
"Works exactly as advertised, super happy with the quality ",5
"Fast shipping and the item is exactly as described, very happy  Great!",4
"Completely broken on arrival, seller refused to issue refund .",2
"Completely broken on arrival, seller refused to issue refund ",1
"Perfect fit and great quality material, will buy again !",5
"This product is incredible, far exceeded my expectations  Great!",5
"Perfect fit and great quality material, will buy again ",4
The product arrived broken and I am very unhappy with this ,1
"Worst purchase ever made, returned immediately for a full refund  Very bad.",2
"Absolutely love this product, it works perfectly and arrived on time  Great!",5
"Perfect fit and great quality material, will buy again .",5
"Very satisfied with this purchase, great customer service too ",5
"This product is incredible, far exceeded my expectations !",4
"This is garbage, do not waste your money on this product  Terrible.",1
"Very disappointed, nothing like the photos shown on the listing  Avoid.",1
"Great quality, exceeded my expectations completely  Highly recommended.",4
"Very satisfied with this purchase, great customer service too .",5
"Fantastic product, sturdy and well made, arrived promptly  Great!",5
"Would give zero stars if possible, absolutely horrible experience .",2
"Fast shipping and the item is exactly as described, very happy ",5
